iter	Logloss
133	0.1851746075
134	0.1850235642
135	0.1847679398
136	0.1846509185
137	0.1845810042
138	0.1842717137
139	0.1841262438
140	0.1839883873
141	0.1838734804
142	0.1837858555
143	0.1837047853
144	0.1836148513
145	0.1834567807
146	0.1830193916
147	0.1828932459
148	0.1824740864
149	0.1820800968
150	0.1818208019
151	0.1817647555
152	0.1811502921
153	0.1806094233
154	0.180506175
155	0.1802971544
156	0.1802312368
157	0.1800268678
158	0.1799228871
159	0.1796013837
160	0.1792694338
161	0.1791312164
162	0.1786785818
163	0.1785223633
164	0.1784116136
165	0.1779847262
166	0.1778529352
167	0.177714347
168	0.1773501575
169	0.1772669937
170	0.1768530818
171	0.1767575699
172	0.1766806745
173	0.1764825877
174	0.1763800256
175	0.1759312833
176	0.1758649482
177	0.1757772002
178	0.1756576198
179	0.175530539
180	0.1754545907
181	0.1753574716
182	0.1752274095
183	0.1751473033
184	0.1750748338
185	0.1749977757
186	0.1749050116
187	0.1747405477
188	0.1745496426
189	0.1744502208
190	0.1743670953
191	0.17409555
192	0.1739392326
193	0.1737964361
194	0.1735869208
195	0.1732063645
196	0.1731151826
197	0.1727989428
198	0.1727140706
199	0.1724976508
200	0.1720700326
201	0.17186208
202	0.171674939
203	0.171380294
204	0.1710135911
205	0.1708938349
206	0.1706448125
207	0.1705737929
208	0.1704843658
209	0.170378455
210	0.1700612432
211	0.1699548696
212	0.1696594245
213	0.1692856853
214	0.1690799514
215	0.168888444
216	0.1688317778
217	0.1686084607
218	0.1685396522
219	0.1684155283
220	0.1682423326
221	0.1681708531
222	0.168080252
223	0.1680238482
224	0.1679143062
225	0.1675915778
226	0.1675445233
227	0.1674626886
228	0.166959747
229	0.166853579
230	0.1666838667
231	0.1665725554
232	0.1662610198
233	0.1661960224
234	0.1658303699
235	0.1657333881
236	0.1656670228
237	0.1655787744
238	0.1655195728
239	0.1654227622
240	0.1649411214
241	0.1648592615
242	0.1647984727
243	0.1647431923
244	0.1646465347
245	0.1645543701
246	0.1642191701
247	0.1639957929
248	0.1634300212
249	0.1632164056
250	0.1631077869
251	0.1630437353
252	0.1629693914
253	0.1628766085
254	0.1627872147
255	0.1627331391
256	0.1624670181
257	0.1623713809
258	0.1622454753
259	0.1621454355
260	0.1618861005
261	0.1617995656
262	0.1617362813
263	0.1615769978
264	0.1615106626
265	0.161434096
266	0.1613053996
267	0.1612183348
268	0.1609858347
269	0.1608418502
270	0.1607742503
271	0.160726056
272	0.1605551662
273	0.160489308
274	0.1603979023
275	0.16034086
276	0.1602272352
277	0.1601336069
278	0.1600394002
279	0.1599542145
280	0.159889051
281	0.1598414538
282	0.159741397
283	0.1596862943
284	0.1596007068
285	0.1595450439
286	0.1594638465
287	0.1592692767
288	0.1591915724
289	0.1590496906
290	0.1589839324
291	0.1588657786
292	0.1586674163
293	0.1586034585
294	0.1584050222
295	0.1583096798
296	0.1582381767
297	0.1581567056
298	0.1581085569
299	0.1580598926
300	0.1580093426
301	0.1579499984
302	0.1578832606
303	0.1578008196
304	0.1576684323
305	0.1576016421
306	0.1575371787
307	0.1574438825
308	0.1573777668
309	0.1573365904
310	0.1572723905
311	0.1572127322
312	0.1570177438
313	0.1569457475
314	0.1567422974
315	0.1566807252
316	0.1566286095
317	0.1565473536
318	0.1564460901
319	0.1563874535
320	0.1563102849
321	0.1562019722
322	0.1561558754
323	0.1560859217
324	0.156025887
325	0.1559712212
326	0.1558589833
327	0.1557841082
328	0.1557176424
329	0.1555677143
330	0.1555179069
331	0.1554584311
332	0.1553942229
333	0.1553409588
334	0.1552437389
335	0.1551964356
336	0.1551536208
337	0.1551098371
338	0.1550624629
339	0.1550150419
340	0.1548184822
341	0.1547515311
342	0.1546275611
343	0.1544705319
344	0.1543986537
345	0.1543086186
346	0.154265166
347	0.1542140493
348	0.1541274801
349	0.1540235482
350	0.1538463152
351	0.1537686025
352	0.1537072295
353	0.1535981631
354	0.1535527112
355	0.1535112937
356	0.1534392849
357	0.1533791029
358	0.1533308796
359	0.1532758413
360	0.1532166629
361	0.153151695
362	0.153092338
363	0.1530127803
364	0.1529642177
365	0.1529144469
366	0.152833096
367	0.1527637196
368	0.1525773988
369	0.1525205816
370	0.1524425014
371	0.1523397627
372	0.1522930145
373	0.1522208264
374	0.1521707201
375	0.1520918848
376	0.152044373
377	0.1519891275
378	0.1518405379
379	0.1517843565
380	0.1517367521
381	0.1516883532
382	0.1516350408
383	0.151559937
384	0.1514788629
385	0.151405061
386	0.1513413508
387	0.1512536135
388	0.1511539831
389	0.151116936
390	0.1510715691
391	0.1510269036
392	0.1509432726
393	0.1508611761
394	0.1508069735
395	0.1507548623
396	0.150686162
397	0.1505686162
398	0.1505360264
399	0.15045071
400	0.150393295
401	0.1503533482
402	0.1503052135
403	0.1502323464
404	0.1501657214
405	0.150105388
406	0.1500393114
407	0.1499504213
408	0.1498985698
409	0.1498562681
410	0.1498078971
411	0.1497709416
412	0.1497237845
413	0.1496096552
414	0.1495540419
415	0.1495024306
416	0.1494651506
417	0.1494159452
418	0.149357943
419	0.1492733591
420	0.1492052538
421	0.149141571
422	0.1490682751
423	0.1490128224
424	0.148947507
425	0.1488823946
426	0.1488501507
427	0.148812233
428	0.1487787976
429	0.1487472046
430	0.1486728142
431	0.1486116505
432	0.1485666829
433	0.1485143375
434	0.1484505358
435	0.1484013104
436	0.1483690545
437	0.148329834
438	0.1482599798
439	0.1481993376
440	0.1481314658
441	0.1480924763
442	0.1480327428
443	0.1479769078
444	0.1479367666
445	0.1478890261
446	0.1478361032
447	0.1477747788
448	0.1477445421
449	0.1477022627
450	0.1476485665
451	0.1475974493
452	0.147552491
453	0.1475060421
454	0.147461478
455	0.1474018675
456	0.1473609345
457	0.1472518529
458	0.1472086487
459	0.1471345795
460	0.1470646547
461	0.1470140973
462	0.146966446
463	0.146919409
464	0.1468591618
465	0.1467940208
466	0.1467683758
467	0.1467352783
468	0.1466895894
469	0.1466435529
470	0.1466108193
471	0.1465665806
472	0.146536439
473	0.1464798247
474	0.1464143216
475	0.1463782228
476	0.1463558103
477	0.1463004893
478	0.1462505608
479	0.1462220881
480	0.1461615707
481	0.146133296
482	0.1460040934
483	0.1459597846
484	0.1459278633
485	0.1458435669
486	0.1458148762
487	0.1457623332
488	0.1457078407
489	0.1456800062
490	0.1456369004
491	0.1455570091
492	0.1455188105
493	0.1454698295
494	0.1454216366
495	0.1453880354
496	0.1453409812
497	0.1452623838
498	0.1452006624
499	0.1451595204
500	0.1451237276
501	0.1450104524
502	0.1449308749
503	0.1448827369
504	0.1448360498
505	0.1447759397
506	0.1447179497
507	0.1446572303
508	0.1446029454
509	0.1444739627
510	0.1444349479
511	0.1443930666
512	0.1443551797
513	0.1443304998
514	0.1442605806
515	0.1442173961
516	0.1441580724
517	0.1440846769
518	0.1440178466
519	0.1439510546
520	0.1438310771
521	0.1437753692
522	0.1437125278
523	0.1436794009
524	0.1436048288
525	0.1435672671
526	0.1435191006
527	0.1434535373
528	0.1433460318
529	0.1433139759
530	0.1432633798
531	0.1432092756
532	0.1431708727
533	0.1431347356
534	0.1430828666
535	0.1430214763
536	0.1429928008
537	0.1429406078
538	0.142896926
539	0.1428213103
540	0.1427797291
541	0.1427601207
542	0.1427193825
543	0.142673842
544	0.1426281974
545	0.1425143248
546	0.1424404271
547	0.1424094583
548	0.1423413754
549	0.1423061386
550	0.1422708113
551	0.1422215792
552	0.142124985
553	0.1420691192
554	0.142033496
555	0.1419727561
556	0.1419577616
557	0.1419110086
558	0.1418701399
559	0.1418347456
560	0.1417759129
561	0.1417180183
562	0.1416560024
563	0.1416049036
564	0.141569481
565	0.1415159715
566	0.1414792397
567	0.1414302077
568	0.1413790835
569	0.1413301889
570	0.1412877275
571	0.1412620456
572	0.1412318319
573	0.1412090424
574	0.1411594813
575	0.1411295974
576	0.1410595297
577	0.1409985529
578	0.1409444819
579	0.1408792016
580	0.1408458955
581	0.1408094813
582	0.1407098788
583	0.1406574138
584	0.1406120941
585	0.1405735147
586	0.1404981775
587	0.1404428333
588	0.1403646622
589	0.1403226227
590	0.1402543171
591	0.1402125676
592	0.1401599806
593	0.1400949986
594	0.1400478866
595	0.1400174538
596	0.139987401
597	0.1399530528
598	0.1399221881
599	0.1398573654
600	0.1398350743
601	0.1398106337
602	0.139773156
603	0.1397287508
604	0.1396917518
605	0.1396505633
606	0.1395921616
607	0.1395208719
608	0.1394763627
609	0.1394493549
610	0.1394158032
611	0.1393808616
612	0.139325725
613	0.1392537985
614	0.1392203273
615	0.1391789153
616	0.1391401015
617	0.1390882724
618	0.1390458181
619	0.1390266898
620	0.1389993567
621	0.1389729454
622	0.138939966
623	0.138901586
624	0.1388549088
625	0.1387900565
626	0.1387253254
627	0.1386744109
628	0.1386238418
629	0.1385606611
630	0.1385194204
631	0.1384615318
632	0.1384193968
633	0.1383581307
634	0.1383195443
635	0.1382796384
636	0.1382458423
637	0.1382019913
638	0.1381553401
639	0.1380544188
640	0.1380146979
641	0.1379672742
642	0.1379298473
643	0.137888022
644	0.1378297491
645	0.1377672717
646	0.1377223713
647	0.1376632948
648	0.1375948128
649	0.1375475522
650	0.1375126428
651	0.1374840927
652	0.1374412494
653	0.1373789126
654	0.1373385434
655	0.1373127537
656	0.1372835355
657	0.1372420801
658	0.1371819834
659	0.1371200709
660	0.137065656
661	0.1370379601
662	0.1369723354
663	0.1369421257
664	0.1369059598
665	0.1368489841
666	0.1368076582
667	0.1367869417
668	0.1367081343
669	0.1366657304
670	0.1366329105
671	0.1366008028
672	0.1365655189
673	0.1365020898
674	0.1364561539
675	0.1363408845
676	0.1362981468
677	0.1362624246
678	0.1362039428
679	0.1361850902
680	0.1361315372
681	0.13609329
682	0.1360610489
683	0.1360052036
684	0.1359897989
685	0.1359051112
686	0.1358659225
687	0.1358334031
688	0.1358038542
689	0.1357603524
690	0.1356862624
691	0.1356338889
692	0.135619499
693	0.135582847
694	0.1355623643
695	0.1355115937
696	0.1354762652
697	0.1354414953
698	0.1354040244
699	0.1353468858
700	0.1353204315
701	0.1352620928
702	0.1352220497
703	0.1351903094
704	0.1351695137
705	0.135135287
706	0.1350923779
707	0.1350590979
708	0.135034249
709	0.1350035716
710	0.1349548894
711	0.1349004366
712	0.1348399119
713	0.1347984804
714	0.1347617307
715	0.1347257655
716	0.1346960105
717	0.1346618597
718	0.1346299968
719	0.1346005506
720	0.1345108453
721	0.1344246963
722	0.1343655873
723	0.1342887238
724	0.1342412617
725	0.1341492347
726	0.1341099685
727	0.1340478408
728	0.1340154508
729	0.133969475
730	0.1339278344
731	0.1338823564
732	0.1338656105
733	0.1337950199
734	0.1337118598
735	0.1336486986
736	0.1335878148
737	0.1335231334
738	0.1334915008
739	0.1334698532
740	0.1334434976
741	0.1333986488
742	0.1333578263
743	0.1333278499
744	0.1332875059
745	0.1332447695
746	0.1332069268
747	0.1331692445
748	0.1331461915
749	0.133116254
750	0.1330721848
751	0.1330509522
752	0.1329861162
753	0.1329563064
754	0.1329057583
755	0.1328527024
756	0.1328240605
757	0.1327784495
758	0.1327322037
759	0.132649357
760	0.1326098314
761	0.1325627525
762	0.1325150067
763	0.132490557
764	0.1324558238
765	0.1324232262
766	0.1323827906
767	0.1323441087
768	0.1323156816
769	0.1322823105
770	0.1322362298
771	0.1321979553
772	0.1321635891
773	0.1321429004
774	0.1321103515
775	0.1320661435
776	0.1320376849
777	0.131990358
778	0.1319605861
779	0.1319136352
780	0.1318639401
781	0.1317937037
782	0.1317638848
783	0.1317294706
784	0.1316876257
785	0.1316485838
786	0.1316052304
787	0.1315517938
788	0.131510495
789	0.1314807654
790	0.1314633372
791	0.1314330944
792	0.1313896391
793	0.1313546645
794	0.1313280998
795	0.1312786589
796	0.1312539584
797	0.1312106582
798	0.1311753233
799	0.1311280658
800	0.1310916535
801	0.1310474912
802	0.131018686
803	0.1309895082
804	0.1309420671
805	0.130909561
806	0.1308429245
807	0.1308164171
808	0.1307592933
809	0.1307243364
810	0.1306946655
811	0.1306667084
812	0.1306273291
813	0.1306022945
814	0.1305783548
815	0.1305468434
816	0.1304887793
817	0.1304547379
818	0.1304179863
819	0.1303744565
820	0.1303312381
821	0.1302905595
822	0.1302614725
823	0.1302352626
824	0.1301770497
825	0.130155892
826	0.1301124566
827	0.1300810808
828	0.1300619471
829	0.1300310815
830	0.1299567858
831	0.129936689
832	0.1298966712
833	0.1298517527
834	0.129809181
835	0.1297714846
836	0.129751702
837	0.1297232025
838	0.1296968827
839	0.1296743964
840	0.1296531913
841	0.1296120507
842	0.1295562266
843	0.129531581
844	0.1294927561
845	0.1294785441
846	0.1294595392
847	0.1294214795
848	0.1293805511
849	0.1293284956
850	0.1293057128
851	0.1292764327
852	0.1292424768
853	0.1292013424
854	0.1291730289
855	0.1290950004
856	0.129054599
857	0.1290189517
858	0.1289857646
859	0.1289399289
860	0.128908633
861	0.1288772777
862	0.1288505982
863	0.1288153765
864	0.1287991172
865	0.1287554876
866	0.1287268067
867	0.1286928969
868	0.1286605572
869	0.1286388242
870	0.1286157512
871	0.128584907
872	0.1285521549
873	0.1285119176
874	0.1284237296
875	0.1283932896
876	0.1283483073
877	0.1283106362
878	0.1282951701
879	0.1282705516
880	0.1282375177
881	0.1282097597
882	0.128176324
883	0.1281343935
884	0.1281196044
885	0.1280855911
886	0.1280599353
887	0.1280324925
888	0.127996741
889	0.1279614013
890	0.127944962
891	0.1278943698
892	0.1278634389
893	0.1278092771
894	0.1277759207
895	0.1277590359
896	0.127717828
897	0.127670042
898	0.1276218741
899	0.1275953344
900	0.1275734885
901	0.1275522662
902	0.1275149911
903	0.1274706972
904	0.1273993952
905	0.1273811434
906	0.1273358366
907	0.1273156076
908	0.1272844851
909	0.127253842
910	0.1272265313
911	0.1272102443
912	0.1271806415
913	0.1271399446
914	0.1271133826
915	0.1270809144
916	0.1270507935
917	0.1269915918
918	0.1269763452
919	0.1269591818
920	0.1269374939
921	0.1269242942
922	0.1269036534
923	0.1268688685
924	0.1268193393
925	0.1268049227
926	0.126772136
927	0.1267104555
928	0.1266587791
929	0.1266348504
930	0.1266207948
931	0.1265923679
932	0.1265794224
933	0.12655941
934	0.1265214576
935	0.1264867091
936	0.12647488
937	0.1264198583
938	0.1263902102
939	0.1263604754
940	0.1263411921
941	0.1263218882
942	0.126261979
943	0.1262158572
944	0.1261856132
945	0.126154045
946	0.1261138602
947	0.1260688356
948	0.1260285251
949	0.1259985994
950	0.1259742514
951	0.1259452837
952	0.1259214597
953	0.1258856315
954	0.1258663538
955	0.1258168063
956	0.1258000832
957	0.1257589338
958	0.1257189295
959	0.1256847567
960	0.1256595295
961	0.1256301739
962	0.1256055181
963	0.1255925902
964	0.1255530677
965	0.1255135161
966	0.125478362
967	0.1254093362
968	0.1253940936
969	0.125361577
970	0.1253335069
971	0.1252838529
972	0.1252618279
973	0.1252344229
974	0.1252065323
975	0.1251931762
976	0.1251661457
977	0.1251516786
978	0.1251386816
979	0.1251079645
980	0.1250720569
981	0.1250466118
982	0.12500703
983	0.1249807465
984	0.1249615417
985	0.1249136538
986	0.1248886047
987	0.1248596808
988	0.1248153525
989	0.1247664048
990	0.1247443405
991	0.1247235526
992	0.1246993254
993	0.1246592811
994	0.1246383831
995	0.1245917421
996	0.1245524787
997	0.124513857
998	0.1244829286
999	0.1244470407
